时间,代码,涨跌,成交额,均价,换手率,振幅,成交笔数,复权因子(后),内盘成交量,外盘成交量,金额流入率,流入资金,流出资金,净流入资金,小单流入资金,小单流出资金,中单流入资金,中单流出资金,大单流入资金,大单流出资金,超大单流入资金,超大单流出资金,小单金额流入率,中单金额流入率,大单金额流入率,超大单金额流入率,买盘成交量,卖盘成交量,净流入量,小单买盘成交量,小单卖盘成交量,中单买盘成交量,中单卖盘成交量,大单买盘成交量,大单卖盘成交量,超大单买盘成交量,超大单卖盘成交量,融资买入额,融资偿还额,融券余额,融券偿还量,融券余量,融资余额,融资融券余额,融券卖出量,融资余额/流通市值,融券余额/流通市值,总股本,流通A股（含锁定股）,总市值,市现率,市盈率,市销率,市净率,股息率
2014-09-25,600660.SH,0.15,188106530,10.2861,0.913005931,0.01773399,9822,51.02967714,8284291,10003093,3.312547417,79843300,73612182,6231118,41427326,49371598,66032464,64319309,68321336,57088942,11521964,16523240,-4.223283477,0.910736592,5.971294032,-2.658746616,7764631,7158505,606126,4025929,4798629,6418343,6251769,6643242,5550125,1121389,1608380,14842541,21023695,14388317.2,265961,1396924,534547430,548935747.2,141200,0.025910216,0.000697421,2002986332,2002986332,20630759220,-122.4338,11.57718625,1.833175783,2.615729879,0.048543689
2014-09-26,600660.SH,0.13,155562456,10.3907,0.747451481,0.023300971,7938,51.02967714,6217467,8753884,5.749562092,63150860,54206700,8944160,30959466,46480554,60538524,53961596,47015858,44627323,16135002,9579377,-9.977399688,4.227837596,1.535418675,4.214143418,6085713,5227349,858364,2977400,4468408,5820234,5187590,4530828,4298065,1554885,929284,12183912,18215684,16177253.33,204193,1551031,528515658,544692911.3,358300,0.025298546,0.000774359,2002986332,2002986332,20891147443,-123.979081,11.72330608,1.856312953,2.648743945,0.047938639
2014-09-29,600660.SH,0.03,165646555,10.4463,0.791663615,0.014381592,9777,51.02967714,7113887,8743027,-2.681189476,62992451,67433749,-4441298,59255368,42031842,42228067,55010295,45011050,52564629,17981401,14869120,10.39775684,-7.716567362,-4.56005801,1.878868534,6029214,6460303,-431089,5673276,4021191,4042428,5263424,4310309,5035401,1718905,1424902,13098703,25795185,15674749.32,199689,1498542,515819176,531493925.3,147200,0.024619987,0.000748154,2002986332,2002986332,20951237033,-124.3356843,11.75702604,1.8616523,2.656362576,0.047801147
2014-09-30,600660.SH,0.06,137835543,10.5156,0.654410207,0.021032505,8150,51.02967714,5408421,7699326,6.903169381,53114625,43599604,9515021,46499362,44674018,37725048,49065414,37497470,37296733,15617155,6302871,1.324291224,-8.22746133,0.14563515,6.75753423,5045857,4144334,901523,4424613,4249110,3590040,4667066,3566710,3546006,1479147,598328,14125523,19656938,15821543.48,145193,1503949,510287761,526109304.5,150600,0.02421706,0.000750853,2002986332,2002986332,21071416213,-125.0488909,11.82446596,1.872330993,2.535940543,0.047528517
2014-10-08,600660.SH,0.01,123207124,10.5237,0.584506085,0.008555133,8288,51.02967714,7226374,4481203,4.541173285,44771488,39176439,5595049,45830043,45191859,31582373,37815605,32019430,28767455,12752058,10408984,0.517976542,-5.059149015,2.639437473,1.901735812,4256651,3723893,532758,4353120,4293573,3000595,3592900,3043552,2734144,1213099,989749,25743617,14805279,16418891.97,79200,1559249,521226099,537644991,134500,0.024712677,0.000778462,2002986332,2002986332,21091446076,-125.1677587,11.83570595,1.874110776,2.538351133,0.047483381
2014-10-09,600660.SH,-0.12,135158905,10.4054,0.648498534,0.020892688,8059,51.02967714,8051138,4938199,-9.784960895,37548991,50774237,-13225246,48952125,37807794,47493530,45412615,30600352,29962575,6948639,20811662,8.245354607,1.539606288,0.471871979,-10.25683287,3608313,4881754,-1273441,4705990,3633310,4563819,4363058,2942970,2882103,665343,1999651,28634176,14992841,16150334.25,288024,1551425,534867434,551017768.3,280200,0.025651776,0.000774556,2002986332,2002986332,20851087716,-123.7413454,11.70082611,1.852753388,2.509424054,0.04803074
2014-10-10,600660.SH,-0.21,193631644,10.2061,0.947189489,0.024975985,12681,51.02967714,13368708,5603368,-9.252216027,55784664,73699882,-17915218,68173317,62165257,68189950,56282793,50677902,44540252,5106762,29159630,3.102829618,6.149385893,3.169755662,-12.42197169,5464942,7233190,-1768248,6680703,6081802,6681222,5511875,4964464,4370516,500478,2862674,39990310,13345004,15456315,344999,1515325,561512740,576969055,308899,0.027484096,0.000756533,2002986332,2002986332,20430460586,-121.2451223,11.46478639,1.815377959,2.458801667,0.049019608
2014-10-13,600660.SH,-0.03,101064070,10.1038,0.49938194,0.014705882,9215,51.02967714,4585013,5417539,-6.050474714,17523456,23638312,-6114856,53929099,44057945,28973899,32730198,17389345,17861603,134111,5776709,9.767223901,-3.716750176,-0.467285752,-5.583188961,1733833,2340616,-606783,5337218,4360023,2868441,3238853,1720607,1768397,13226,572219,8321065,20674594,14206208.58,248315,1396874,549159211,563365419.6,129864,0.026958724,0.000697396,2002986332,2002986332,20370370996,-120.888519,11.43106643,1.810038612,2.451569897,0.049164208
2014-10-14,600660.SH,-0.07,97141477,10.1283,0.478839164,0.009832842,6781,51.02967714,6809838,2781245,-4.374026555,29020843,33269837,-4248994,27942288,30998601,39817344,32512037,27998074,30563577,1022769,2706260,-3.146249259,7.520275814,-2.640996492,-1.733030063,2864594,3286554,-421960,2759464,3059647,3931395,3209252,2763479,3018589,101115,267965,15988716,9232489,14165048,104302,1402480,555915438,570080486,109908,0.027479535,0.000700194,2002986332,2002986332,20230161953,-120.0564447,11.35238652,1.797580136,2.434695768,0.04950495
2014-10-15,600660.SH,0.11,99265613,10.1631,0.487634281,0.015841584,7716,51.02967714,3929578,5837670,-0.98803903,26239800,27220583,-980783,31738410,38463094,40641576,32936107,25015800,21277894,1224000,5942689,-6.774434567,7.762475612,3.765559782,-4.753598812,2578481,2676629,-98148,3128138,3786015,3996920,3240895,2458481,2093298,120000,583331,8706773,11718175,17041306.8,98400,1669080,552904036,569945342.8,365000,0.027036224,0.000833296,2002986332,2002986332,20450490450,-121.3639901,11.47602637,1.817157742,2.461212257,0.048971596
2014-10-16,600660.SH,-0.14,100435834,10.1496,0.494040416,0.016650343,5371,51.02967714,6670388,3225174,-2.956723593,38546863,41516473,-2969610,26262131,33441183,35148770,25000108,35124052,30715265,3422811,10801208,-7.147899026,10.10462262,4.389655389,-7.346378983,3795041,4094250,-299209,2590510,3293941,3462860,2460220,3457729,3028538,337312,1065712,9917690,23904869,15469846.17,344749,1536231,538916857,554386703.2,211900,0.026718638,0.00076697,2002986332,2002986332,20170072363,-119.6998414,11.31866656,1.792240789,2.427463999,0.049652433
2014-10-17,600660.SH,0.36,284414464,10.3293,1.374686864,0.040714995,16286,51.02967714,9832649,17702141,1.410759827,104067087,100054682,4012405,77726325,82353433,101383159,100768456,73449227,80018808,30617860,20035874,-1.62688913,0.216129303,-2.30986178,3.720621607,10041567,9668899,372668,7565010,7982837,9807415,9762256,7096033,7731007,2945534,1937892,26599703,29977417,14947556.33,982765,1433131,535539143,550486699.3,879665,0.02563474,0.000715497,2002986332,2002986332,20891147443,-123.979081,11.72330608,1.856312953,2.514245234,0.047938639
2014-10-20,600660.SH,0.37,379319888,10.7412,1.763084273,0.044103547,16210,51.02967714,14080086,21234251,19.05254201,219655939,147385858,72270081,61194168,104628501,97199629,126035376,117898123,110516814,101757816,36869044,-11.45058152,-7.601960222,1.945932505,17.1066095,20439785,13717033,6722752,5700301,9740437,9054187,11736803,10987528,10281396,9452257,3435637,40079628,33226368,15890904,551651,1471380,542392403,558283307,589900,0.025073321,0.000734593,2002986332,2002986332,21632252386,-128.3771884,12.13918559,1.922164898,2.603437059,0.046296296
2014-10-21,600660.SH,-0.1,242308444,10.7443,1.125934643,0.019444444,12623,51.02967714,12235630,10316687,0.650142015,103728768,102153419,1575349,65743759,61455180,70553561,76417490,71299390,80502535,32429378,21650884,1.769884255,-2.420026683,-3.798111551,4.448253566,9647264,9502452,144812,6124359,5722230,6568858,7115799,6637311,7488756,3009953,2013696,30794220,23989735,16531649.8,404200,1545014,549196888,565728537.8,477834,0.025625143,0.000771355,2002986332,2002986332,21431953752,-127.1885107,12.02678572,1.904367075,2.579331161,0.046728972
2014-10-22,600660.SH,-0.12,123523255,10.6122,0.581119792,0.019626168,6025,51.02967714,6099895,5539855,-0.770492164,43945228,44896965,-951737,33564960,32719562,44992042,44885703,39811432,32411659,4133796,12485306,0.684403921,0.086088243,5.990591002,-6.761083166,4140371,4229580,-89209,3162556,3083189,4240689,4230847,3750141,3051540,390230,1178040,18750294,17710810,15509137.36,254034,1465892,550236372,565745509.4,174912,0.025964839,0.000731853,2002986332,2002986332,21191595393,-125.7620975,11.89190588,1.883009687,2.550404082,0.047258979
2014-10-23,600660.SH,-0.28,129886283,10.4036,0.623308597,0.030245747,7983,51.02967714,5644966,6839820,-14.46563684,34145386,52934264,-18788878,53884271,31502896,40966553,44559051,29277601,37808597,4867785,15125667,17.23151551,-2.765879442,-6.568049992,-7.897586845,3279842,5088165,-1808323,5177190,3026735,3942557,4284689,2811441,3632069,468401,1456096,24505610,10029138,13622677,372112,1322590,564712844,578335521,228810,0.027372373,0.000660309,2002986332,2002986332,20630759220,-122.4338,11.57718625,1.833175783,2.482907566,0.048543689
2014-10-24,600660.SH,-0.05,158230843,10.252,0.770559726,0.027184466,6938,51.02967714,7863081,7571125,-9.372309923,68900306,83730191,-14829885,40430743,27065387,48045450,46580920,52996600,59072864,15903706,24657327,8.446745114,0.925565441,-3.840126163,-5.53218376,6721483,8175070,-1453587,3942262,2635878,4687081,4539878,5166498,5761301,1554985,2413769,37336214,16035388,13028006.25,599619,1271025,586013670,599041676.3,548054,0.028543413,0.000634565,2002986332,2002986332,20530609903,-121.8394612,11.52098632,1.824276871,2.470854616,0.048780488
2014-10-27,600660.SH,-0.02,114504929,10.1283,0.564430362,0.027317073,6620,51.02967714,5691506,5613957,-17.41211332,28573785,48511513,-19937728,41476244,28513153,43937303,36962665,25303851,30623985,3269934,17887528,11.32098951,6.091124689,-4.64620523,-12.76590809,2824917,4805090,-1980173,4092071,2806743,4337439,3642594,2502217,3026327,322700,1778763,14627917,14345140,13136097.48,473693,1284076,586296447,599432544.5,486744,0.028613016,0.000641081,2002986332,2002986332,20490550176,-121.6017256,11.49850635,1.820717306,2.466033437,0.048875855
2014-10-28,600660.SH,0.13,182133968,10.2549,0.886710943,0.020527859,10199,51.02967714,9505228,8255471,-1.870238724,59006595,62412935,-3406340,49334291,61736300,72914288,57105938,53282189,53191066,5724406,9221869,-6.809278432,8.679517705,0.050030755,-1.92026948,5748812,6083790,-334978,4813316,6024759,7112865,5566444,5190454,5183335,558358,900455,28816708,35315240,14680555.12,253610,1417042,579797915,594478470.1,386576,0.027940805,0.000707465,2002986332,2002986332,20750938400,-123.1470066,11.64462617,1.843854476,2.497371105,0.048262548
2014-10-29,600660.SH,0.09,188243267,10.3847,0.904998936,0.023166023,7862,51.02967714,9569070,8557935,-1.968094827,80912808,84617614,-3704806,40204641,41522048,65958900,60936686,61248967,67618824,19663841,16998790,-0.699842826,2.667938184,-3.383843205,1.415748378,7787636,8154024,-366388,3873891,3998349,6353085,5862239,5896640,6510504,1890996,1643520,39908727,24434590,15146376.3,407386,1449414,595272052,610418428.3,439758,0.028439452,0.000723627,2002986332,2002986332,20931207169,-124.2168165,11.74578605,1.859872517,2.519066414,0.04784689
2014-10-30,600660.SH,0.11,186369352,10.518,0.884632247,0.021052632,7781,51.02967714,7767684,9951379,1.857619809,73076470,69614436,3462034,38812678,45553662,71788795,68509845,60160525,61363671,12915945,8250765,-3.617002435,1.759382626,-0.645570737,2.503190546,6945256,6620511,324745,3690046,4330015,6826677,6511453,5717135,5835343,1228121,785168,27902543,38400923,15408243.84,326400,1459114,584773672,600181915.8,336100,0.027646866,0.000728469,2002986332,2002986332,21151535666,-125.524362,11.86942591,1.879450123,2.545582902,0.047348485
2014-10-31,600660.SH,0.09,210289400,10.6791,0.983116893,0.026515152,11287,51.02967714,9380387,10311310,-0.315426265,68635104,69298412,-663308,59906047,57804089,80182339,81620989,58751855,60742578,9883249,8555834,0.999554899,-0.684128634,-0.946658747,0.631232482,6425878,6497673,-71795,5611909,5410247,7506998,7636865,5500758,5695570,925120,802103,28610349,41643335,16314884.1,364400,1531914,571740686,588055570.1,437200,0.026802265,0.000764815,2002986332,2002986332,21331804436,-126.5941719,11.97058579,1.895468163,2.567278211,0.046948357
2014-11-03,600660.SH,0.4,504997824,11.0582,2.279969377,0.068544601,23021,51.02967714,22713293,22954182,7.101827433,184494552,148630478,35864074,112456477,128678437,204947300,224589414,155463804,116647702,29030748,31982776,-3.212283148,-3.889544284,7.686389952,-0.584562519,16702441,13433595,3268846,10163948,11644204,18518012,20306602,14067944,10552083,2634497,2881512,87132537,41009609,18098154.1,917120,1637842,617863613,635961767.1,1023048,0.027915946,0.0008177,2002986332,2002986332,22132998969,-131.3488825,12.42018525,1.966659456,2.663701806,0.045248869
2014-11-04,600660.SH,-0.26,263182528,10.8165,1.214766602,0.032579186,14499,51.02967714,15952410,8379199,-4.25195095,75766500,86956892,-11190392,77848313,79505662,107103830,94256089,69402334,76682326,6364166,10274566,-0.629733673,4.881684623,-2.766138032,-1.485812918,7006884,8050221,-1043337,7198917,7347017,9900370,8708933,6417982,7098711,588902,951510,50412414,40763222,15872122.37,279339,1471003,627512805,643384927.4,112500,0.029035089,0.000734405,2002986332,2002986332,21612222522,-128.2583206,12.1279456,1.920385116,2.601026469,0.046339203
2014-11-05,600660.SH,-0.18,149072500,10.631,0.700078616,0.02502317,8185,51.02967714,7721320,6301159,-15.61816297,36670608,59952994,-23282386,50254819,35125116,60886234,52733550,33248519,53509814,3422089,6443180,10.14922471,5.468938939,-13.59157122,-2.026591759,3449904,5640780,-2190876,4727703,3303291,5727001,4960537,3127919,5034544,321985,606236,23912748,29354772,15388860.71,204192,1450411,622070781,637459641.7,183600,0.029271598,0.000724124,2002986332,2002986332,21251684983,-126.1187008,11.92562584,1.888349034,2.557635852,0.047125353
2014-11-06,600660.SH,0.38,228468042,10.8426,1.051998591,0.036757776,11749,51.02967714,9145681,11925707,4.664181435,84915211,74259047,10656164,61719746,69561045,80879656,83694521,66045467,63602560,18869744,10656487,-3.432120716,-1.232060719,1.069255454,3.594925981,7825571,6848360,977211,5697111,6416434,7459868,7717756,6092162,5866678,1733409,981682,42934712,30287489,16638618.22,532933,1513978,634718004,651356622.2,596500,0.028834016,0.00075586,2002986332,2002986332,22012819789,-130.6356759,12.35274533,1.955980762,2.649238267,0.045495905
2014-11-07,600660.SH,-0.17,255171587,10.9843,1.159799627,0.040946315,13252,51.02967714,13811348,9419280,4.072449493,92260380,81868646,10391734,67623769,87092066,94013223,84936661,78828646,66846572,13431734,15022074,-7.629492464,3.557042579,4.695692863,-0.623243371,8382957,7456589,926368,6161604,7931776,8570498,7726694,7161027,6089480,1221930,1367109,43338175,49323154,16063491.02,338067,1484611,628733025,644796516,308700,0.029010888,0.000741199,2002986332,2002986332,21672312112,-128.6149239,12.16166556,1.925724463,2.608258239,0.046210721
2014-11-10,600660.SH,0.46,429127216,11.1913,1.914384456,0.046210721,18782,51.02967714,16711821,21633038,14.02371995,230291765,170112166,60179599,75181365,105480970,119962230,149842224,154978621,140674204,75313144,29437962,-7.060751188,-6.962968762,3.333374456,10.69034549,20546770,15187895,5358875,6732536,9428824,10731615,13394202,13835902,12568890,6710868,2619005,51057256,67909222,17860853.52,647103,1583409,611881059,629741912.5,745901,0.02708195,0.000790524,2002986332,2002986332,22593685825,-134.0828412,12.67870495,2.007594449,2.719145373,0.044326241
2014-11-11,600660.SH,0.08,539174560,11.3909,2.363168148,0.057624113,21004,51.02967714,24140451,23193484,3.720918695,227826284,207764037,20062247,117319008,116667600,187820843,208534498,169104727,157324800,58721557,50439237,0.120815789,-3.841734484,2.184807644,1.536111051,19937832,18207509,1730323,10331862,10251121,16520857,18331921,14823687,13815329,5114145,4392180,56995314,76626379,18001158.24,480900,1584609,592249994,610251152.2,482100,0.026028476,0.000791123,2002986332,2002986332,22753924732,-135.0337833,12.76862484,2.021832708,2.738430092,0.044014085
2014-11-12,600660.SH,0.22,360087888,11.4777,1.566296859,0.035211268,14596,51.02967714,15516824,15855888,9.162350943,147633557,114641041,32992516,76713459,86580290,133567329,156693014,119207454,99828170,28426103,14812871,-2.740117435,-6.422233508,5.381820563,3.78053038,12835232,9954802,2880430,6698511,7550231,11648671,13677381,10367447,8672086,2467785,1282716,66037563,30993653,18067220.22,323690,1560209,627293904,645361124.2,299290,0.027044847,0.000778941,2002986332,2002986332,23194581725,-137.6488742,13.01590455,2.060987919,2.791463069,0.043177893
2014-11-13,600660.SH,-0.23,289960384,11.4057,1.269227183,0.035405872,12623,51.02967714,15054352,10368095,-11.56482846,110455947,143989368,-33533421,79963688,63548981,96241839,79123125,86103176,106029796,24352771,37959572,5.661017127,5.903811329,-6.872187064,-4.692641392,9678217,12629753,-2951536,7016056,5570829,8443202,6936893,7549340,9300427,2128877,3329326,38707186,44012711,17908790.45,395994,1577867,621988379,639897169.5,413652,0.027359517,0.000787757,2002986332,2002986332,22733894868,-134.9149155,12.75738485,2.020052925,2.736019502,0.044052863
2014-11-14,600660.SH,-0.07,170115606,11.2622,0.754124018,0.026431718,10800,51.02967714,9194250,5910751,4.668206631,56885133,48943785,7941348,49792745,61821572,62580737,58493258,47119950,37947945,9765183,10995840,-7.070972078,2.402765446,5.39163056,-0.723423929,5050623,4344906,705717,4422198,5493286,5556222,5190851,4182103,3368172,868520,976734,35266855,35823551,17654429.52,260238,1565109,621431683,639086112.5,247480,0.027504662,0.000781388,2002986332,2002986332,22593685825,-134.0828412,12.67870495,2.007594449,2.719145373,0.044326241
2014-11-17,600660.SH,-0.01,389878880,11.5085,1.691341596,0.062056738,13659,51.02967714,20088657,13788684,-9.7178988,165531687,203419722,-37888035,83906529,57728576,111897734,100187652,106545834,113795489,58985853,89624233,6.714380887,3.003517913,-1.85946338,-7.85843542,14323038,17664059,-3341021,7356846,5052122,9807853,8771556,9305201,9960749,5017837,7703310,34689127,41794431,18578865.48,289460,1648524,614326379,632905244.5,372875,0.027214306,0.000823033,2002986332,2002986332,22573655962,-133.9639734,12.66746496,2.005814667,2.716734783,0.044365572
2014-11-18,600660.SH,-0.25,224986503,11.0175,1.019519888,0.038154392,10284,51.02967714,11852028,8568816,-17.2955455,70845860,109758503,-38912643,67350031,40256248,85388925,73570064,63098456,74803512,7747404,34954991,12.04240372,5.25314223,-5.202559195,-12.09298631,6429895,9972225,-3542330,6114079,3650004,7751320,6673065,5724263,6788157,705632,3184068,39127225,21560179,16413750.02,454873,1489451,636273807,652687557,295800,0.028826005,0.000743615,2002986332,2002986332,22072909379,-130.9922792,12.38646529,1.961320109,2.656470036,0.045372051
2014-11-19,600660.SH,-0.08,211674741,10.9043,0.969151945,0.026315789,9551,51.02967714,10936386,8475595,-13.39282612,65564170,93913400,-28349230,75369787,46696841,69939729,70263445,58109739,76093449,7454431,17819951,13.54575698,-0.152930859,-8.495916856,-4.896909263,6018952,8626231,-2607279,6909017,4277590,6410774,6434922,5332094,6985055,686858,1641176,29372266,25911826,15268137.5,407526,1395625,639734247,655002384.5,313700,0.029194719,0.000696772,2002986332,2002986332,21912670472,-130.0413371,12.2965454,1.947081851,2.637185317,0.045703839
2014-11-20,600660.SH,0.02,90026855,10.9156,0.411763369,0.020109689,5520,51.02967714,4327165,3920399,-7.215244829,23263822,29759480,-6495658,31527931,29162388,34769214,30639098,23263822,28000553,0,1758927,2.627597065,4.587648874,-5.261464482,-1.953780347,2130428,2725821,-595393,2889179,2672601,3185292,2806477,2130428,2564917,0,160904,11117324,13076359,15679803.44,267800,1430639,638119617,653799420.4,313314,0.029067893,0.000714253,2002986332,2002986332,21952730199,-130.2790726,12.31902537,1.950641415,2.642006497,0.045620438
2014-11-21,600660.SH,0.18,201381214,10.989,0.914923268,0.027372263,10080,51.02967714,9131831,9193957,-2.861976987,66865543,72629027,-5763484,56649867,46714558,76442005,80613831,57556272,62769566,9309271,9859461,4.933582832,-2.071606342,-2.588768782,-0.273208205,6085937,6613653,-527716,5153525,4247847,6956233,7334195,5236504,5713626,849433,900027,34012569,31741157,15266534.5,449641,1370425,640391029,655657563.5,389427,0.028700011,0.000684191,2002986332,2002986332,22313267738,-132.4186924,12.52134513,1.982677497,2.685397115,0.044883303
2014-11-24,600660.SH,0.2,281286976,11.273,1.24575548,0.02962298,13130,51.02967714,12261004,12691308,4.604780564,98522059,85569411,12952648,72304937,79866750,108041871,113432706,77811068,71113698,20710991,14455713,-2.688291192,-1.916489372,2.380974084,2.22380648,8740228,7600089,1140139,6411043,7076348,9586470,10061304,6905693,6313863,1834535,1286226,58252848,69875960,15863321.88,591738,1398882,628767917,644631238.9,620195,0.027682119,0.000698398,2002986332,2002986332,22713865005,-134.7960478,12.74614487,2.018273143,2.733608912,0.044091711
2014-11-25,600660.SH,0.23,347925200,11.482,1.512831042,0.037918871,14722,51.02967714,12500457,17801342,6.210167588,175013139,153406401,21606738,73953189,79311641,97474929,113723215,121751402,115323807,53261737,38082594,-1.540116094,-4.670051494,1.847407144,4.362760444,15237067,13369362,1867705,6443552,6903857,8491363,9898763,10596762,10048609,4640305,3320753,63832439,70768991,16330800.46,801542,1411478,621831365,638162165.5,814138,0.026832509,0.000704687,2002986332,2002986332,23174551861,-137.5300064,13.00466456,2.059208136,2.789052479,0.043215212
2014-11-26,600660.SH,-0.09,270306064,11.4987,1.173628927,0.021607606,13216,51.02967714,14138089,9369538,3.933909526,114913824,104280228,10633596,74682663,75678938,79685810,89323129,78644060,68880257,36269764,35399971,-0.368572937,-3.565335848,3.612128731,0.321780794,9996719,9070183,926536,6494506,6582989,6927784,7765837,6840037,5987221,3156682,3082962,48548532,54872427,15233500.8,452986,1326960,615507470,630740970.8,368468,0.026767848,0.000662491,2002986332,2002986332,22994283091,-136.4601965,12.90350468,2.043190095,2.76735717,0.043554007
2014-11-27,600660.SH,-0.09,329010560,11.3423,1.44820454,0.017421603,12411,51.02967714,19314727,9692612,3.970486236,188430476,175367157,13063319,55974872,76083735,80818631,73773088,87081054,99845963,101349422,75521194,-6.111920237,2.141433697,-3.87978702,7.850273256,16618156,15464272,1153884,4932726,6708413,7123427,6501624,7678412,8803300,8939744,6660972,51006361,46094974,16174733.98,460844,1420082,620418857,636593591,553966,0.027194638,0.000708982,2002986332,2002986332,22814014321,-135.3903866,12.8023448,2.027172055,2.745661862,0.043898156
2014-11-28,600660.SH,-0.04,329201936,11.3517,1.447852815,0.020193152,11584,51.02967714,15750363,13249931,0.988895764,181937498,178682034,3255464,59055503,63915493,85718270,84113743,97554883,107728552,84382615,70953482,-1.476294477,0.487399017,-3.090403758,4.079299521,16029366,15750422,278944,5200921,5624283,7550522,7406104,8592506,9493114,7436860,6257308,47108652,40766338,16667270.7,330340,1468482,626761171,643428441.7,378740,0.027569458,0.000733146,2002986332,2002986332,22733894868,-134.9149155,12.75738485,2.020052925,2.736019502,0.044052863
2014-12-01,600660.SH,0.19,350174144,11.4671,1.524590034,0.037004405,13555,51.02967714,14383847,16153483,4.047124336,158393597,144221614,14171983,76611741,70523433,113463881,133724171,104199902,109000548,54193695,35221066,1.738651498,-5.785775548,-1.37093103,5.418055366,13786422,12578931,1207491,6696976,6145394,9904152,11663225,9083981,9501511,4702441,3077420,54294740,56048588,17499048.28,381188,1516382,625007323,642506371.3,429088,0.027039665,0.000757061,2002986332,2002986332,23114462271,-137.1734031,12.9709446,2.053868789,2.78182071,0.043327556
2014-12-02,600660.SH,0.26,375604640,11.6757,1.606089741,0.038994801,16067,51.02967714,13728685,18441073,14.44704224,190785533,136521772,54263761,76788031,100394156,106087060,136744696,123345998,117509843,67439535,19011929,-6.284833169,-8.162209072,1.55380269,12.89323955,16338096,11697920,4640176,6572414,8590807,9091576,11713359,10580032,10066647,5758064,1631273,54863838,55927003,18453135,532157,1563825,623944158,642397293,579600,0.026398894,0.000780747,2002986332,2002986332,23635238718,-140.2639651,13.26318425,2.100143129,2.844496046,0.042372881
2014-12-03,600660.SH,0.17,623156416,12.0553,2.580724949,0.06779661,22252,51.02967714,23838260,27853308,2.188441561,337446760,323809346,13637414,121401408,109666121,158747777,184120477,228875072,216464083,108571688,107345263,1.883200862,-4.071642263,1.991633028,0.196808533,27956676,26866161,1090515,10092332,9082107,13175896,15276636,18961068,17959059,8995608,8907102,97500698,90652173,17980436.25,625817,1502125,630540311,648520747.3,564117,0.02629909,0.000749943,2002986332,2002986332,23975746394,-142.2847171,13.45426403,2.130399429,2.885476074,0.041771094
2014-12-04,600660.SH,0.19,434303472,12.0495,1.799475335,0.035923141,18528,51.02967714,18720559,17322686,-3.966534488,175999909,193226706,-17226797,110803381,106490800,144190066,131275849,125228606,136788036,50771303,56438670,0.992987917,2.973546801,-2.661602024,-1.304932464,14583482,16065416,-1481934,9205630,8819798,11978595,10882493,10391605,11358678,4191877,4706738,72260966,88193791,19280956.8,476244,1585605,614036675,633317631.8,567324,0.025210575,0.00079162,2002986332,2002986332,24356313797,-144.5432047,13.66782377,2.164215293,2.931277282,0.041118421
2014-12-05,600660.SH,-0.49,557707488,11.8046,2.358722885,0.055921053,21735,51.02967714,28741777,18503120,-12.97316273,230812569,303164869,-72352300,149775089,81251462,171867460,168038788,175531705,188928031,55280864,114236838,12.28666074,0.68650181,-2.402034451,-10.57112828,19529727,25691559,-6161832,12717051,6889712,14556700,14222207,14851557,16015044,4678170,9676515,106999046,70418617,16719900.75,512980,1432725,650617104,667337004.8,360100,0.027834065,0.000715294,2002986332,2002986332,23374850494,-138.7186841,13.11706443,2.077005959,2.813158378,0.042844901
2014-12-08,600660.SH,0.36,520352368,11.9155,2.180247479,0.053127678,18345,51.02967714,20097458,23572601,7.45949733,277953370,239137699,38815671,95864360,98063579,142165625,178782077,178407623,171260689,99545747,67877010,-0.422640337,-7.036856994,1.373479673,6.086017658,23266521,20086936,3179585,8073229,8225305,11959716,14987225,14940787,14377632,8325734,5709304,93704261,57497190,17636280.75,547600,1466025,684448698,702084978.8,626900,0.028405163,0.00073192,2002986332,2002986332,24095925574,-142.9979237,13.52170395,2.141078123,2.899939613,0.04156276
2014-12-09,600660.SH,0.36,1210196608,12.6247,4.785816531,0.118869493,40686,51.02967714,43271855,52587396,8.388865026,726866128,625344368,101521760,185444415,258231155,291912672,320647696,368352512,351433728,358513616,273910640,-6.014455793,-2.374409564,1.398019453,6.990845573,57483296,49505139,7978157,14733306,20473363,23166975,25405075,29154356,27884829,28328940,21620310,206737957,107032287,17737833.75,982785,1431625,783076141,800813974.8,948385,0.03155402,0.000714745,2002986332,2002986332,24817000653,-147.2771633,13.92634347,2.205150286,2.986720849,0.040355125
2014-12-10,600660.SH,0.84,728475968,12.9493,2.808609729,0.075060533,29875,51.02967714,24545728,31710341,8.26105536,346321292,286141489,60179803,163991999,201835019,208977661,231314444,227076734,198458758,119244558,87682731,-5.194820648,-3.066234712,3.928472216,4.332583144,26726948,22120958,4605990,12672365,15541142,16124400,17861613,17527898,15329223,9199050,6791735,119385197,85478956,20094623.64,654600,1518868,812466928,832561551.6,737043,0.030659697,0.000758302,2002986332,2002986332,26499509172,-157.2620557,14.87050234,2.354652,3.189210398,0.037792895
2014-12-11,600660.SH,-0.23,605078576,13.1534,2.296651868,0.051398337,27604,51.02967714,26192358,19809265,-2.629407094,229835201,245745180,-15909979,157811628,151729908,213363159,203534901,150987614,180303642,78847587,65441538,1.005112434,1.624294495,-4.844995206,2.215588112,17430292,18682521,-1252229,12028711,11551222,16232324,15457584,11457599,13700284,5972693,4982237,89409274,78656550,19730984,430146,1517768,823219652,842950636,429046,0.031615088,0.000757753,2002986332,2002986332,26038822316,-154.5280971,14.61198265,2.313717007,3.133766831,0.038461538
